movieId,title,genres,rating,imdb_link,poster
169,"Wrong Trousers, The (1993)","Animation, Comedy",4.466101694915254,https://www.imdb.com/,"static/posters/Wrong Trousers, The.jpg"
483,Casablanca (1942),"Drama, Romance, War",4.45679012345679,https://www.imdb.com/,static/posters/Casablanca.jpg
114,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,4.447761194029851,https://www.imdb.com/,static/posters/Wallace & Gromit The Best of Aardman Animation.jpg
64,"Shawshank Redemption, The (1994)",Drama,4.445229681978798,https://www.imdb.com/,"static/posters/Shawshank Redemption, The.jpg"
603,Rear Window (1954),"Mystery, Thriller",4.3875598086124405,https://www.imdb.com/,static/posters/Rear Window.jpg
12,"Usual Suspects, The (1995)","Crime, Thriller",4.385767790262173,https://www.imdb.com/,"static/posters/Usual Suspects, The.jpg"
50,Star Wars (1977),"Action, Adventure, Romance, Sci-Fi, War",4.3584905660377355,https://www.imdb.com/,static/posters/Star Wars.jpg
178,12 Angry Men (1957),Drama,4.344,https://www.imdb.com/,static/posters/12 Angry Men.jpg
1639,Bitter Sugar (Azucar Amargo) (1996),Drama,4.333333333333333,https://www.imdb.com/,static/posters/Bitter Sugar (Azucar Amargo).jpg
513,"Third Man, The (1949)","Mystery, Thriller",4.333333333333333,https://www.imdb.com/,"static/posters/Third Man, The.jpg"
1191,"Letter From Death Row, A (1998)","Crime, Drama",4.333333333333333,https://www.imdb.com/,"static/posters/Letter From Death Row, A.jpg"
134,Citizen Kane (1941),Drama,4.292929292929293,https://www.imdb.com/,static/posters/Citizen Kane.jpg
963,Some Folks Call It a Sling Blade (1993),"Drama, Thriller",4.2926829268292686,https://www.imdb.com/,static/posters/Some Folks Call It a Sling Blade.jpg
427,To Kill a Mockingbird (1962),Drama,4.292237442922374,https://www.imdb.com/,static/posters/To Kill a Mockingbird.jpg
357,One Flew Over the Cuckoo's Nest (1975),Drama,4.291666666666667,https://www.imdb.com/,static/posters/One Flew Over the Cuckoo's Nest.jpg
98,"Silence of the Lambs, The (1991)","Drama, Thriller",4.28974358974359,https://www.imdb.com/,"static/posters/Silence of the Lambs, The.jpg"
480,North by Northwest (1959),"Comedy, Thriller",4.284916201117318,https://www.imdb.com/,static/posters/North by Northwest.jpg
127,"Godfather, The (1972)","Action, Crime, Drama",4.283292978208232,https://www.imdb.com/,"static/posters/Godfather, The.jpg"
285,Secrets & Lies (1996),Drama,4.265432098765432,https://www.imdb.com/,static/posters/Secrets & Lies.jpg
272,Good Will Hunting (1997),Drama,4.262626262626263,https://www.imdb.com/,static/posters/Good Will Hunting.jpg
251,Shall We Dance? (1996),Comedy,4.260869565217392,https://www.imdb.com/,static/posters/Shall We Dance.jpg
657,"Manchurian Candidate, The (1962)","Film-Noir, Thriller",4.259541984732825,https://www.imdb.com/,"static/posters/Manchurian Candidate, The.jpg"
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"Sci-Fi, War",4.252577319587629,https://www.imdb.com/,static/posters/Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb.jpg
174,Raiders of the Lost Ark (1981),"Action, Adventure",4.252380952380952,https://www.imdb.com/,static/posters/Raiders of the Lost Ark.jpg
479,Vertigo (1958),"Mystery, Thriller",4.251396648044692,https://www.imdb.com/,static/posters/Vertigo.jpg
1064,Crossfire (1947),"Crime, Film-Noir",4.25,https://www.imdb.com/,static/posters/Crossfire.jpg
1125,"Innocents, The (1961)",Thriller,4.25,https://www.imdb.com/,"static/posters/Innocents, The.jpg"
1524,Kaspar Hauser (1993),Drama,4.25,https://www.imdb.com/,static/posters/Kaspar Hauser.jpg
313,Titanic (1997),"Action, Drama, Romance",4.2457142857142856,https://www.imdb.com/,static/posters/Titanic.jpg
511,Lawrence of Arabia (1962),"Adventure, War",4.23121387283237,https://www.imdb.com/,static/posters/Lawrence of Arabia.jpg
641,Paths of Glory (1957),"Drama, War",4.212121212121212,https://www.imdb.com/,static/posters/Paths of Glory.jpg
484,"Maltese Falcon, The (1941)","Film-Noir, Mystery",4.2101449275362315,https://www.imdb.com/,"static/posters/Maltese Falcon, The.jpg"
172,"Empire Strikes Back, The (1980)","Action, Adventure, Drama, Romance, Sci-Fi, War",4.204359673024523,https://www.imdb.com/,"static/posters/Empire Strikes Back, The.jpg"
515,"Boot, Das (1981)","Action, Drama, War",4.203980099502488,https://www.imdb.com/,"static/posters/Boot, Das.jpg"
1367,Faust (1994),Animation,4.2,https://www.imdb.com/,static/posters/Faust.jpg
488,Sunset Blvd. (1950),Film-Noir,4.2,https://www.imdb.com/,static/posters/Sunset Blvd..jpg
1396,Stonewall (1995),Drama,4.2,https://www.imdb.com/,static/posters/Stonewall.jpg
223,Sling Blade (1996),"Drama, Thriller",4.198529411764706,https://www.imdb.com/,static/posters/Sling Blade.jpg
316,As Good As It Gets (1997),"Comedy, Drama",4.196428571428571,https://www.imdb.com/,static/posters/As Good As It Gets.jpg
966,"Affair to Remember, An (1957)",Romance,4.1923076923076925,https://www.imdb.com/,"static/posters/Affair to Remember, An.jpg"
187,"Godfather: Part II, The (1974)","Action, Crime, Drama",4.186602870813397,https://www.imdb.com/,"static/posters/Godfather Part II, The.jpg"
498,"African Queen, The (1951)","Action, Adventure, Romance, War",4.184210526315789,https://www.imdb.com/,"static/posters/African Queen, The.jpg"
199,"Bridge on the River Kwai, The (1957)","Drama, War",4.175757575757576,https://www.imdb.com/,"static/posters/Bridge on the River Kwai, The.jpg"
170,Cinema Paradiso (1988),"Comedy, Drama, Romance",4.1735537190082646,https://www.imdb.com/,static/posters/Cinema Paradiso.jpg
173,"Princess Bride, The (1987)","Action, Adventure, Comedy, Romance",4.172839506172839,https://www.imdb.com/,"static/posters/Princess Bride, The.jpg"
191,Amadeus (1984),"Drama, Mystery",4.163043478260869,https://www.imdb.com/,static/posters/Amadeus.jpg
302,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller",4.161616161616162,https://www.imdb.com/,static/posters/L.A. Confidential.jpg
100,Fargo (1996),"Crime, Drama, Thriller",4.155511811023622,https://www.imdb.com/,static/posters/Fargo.jpg
923,Raise the Red Lantern (1991),Drama,4.155172413793103,https://www.imdb.com/,static/posters/Raise the Red Lantern.jpg
22,Braveheart (1995),"Action, Drama, War",4.151515151515151,https://www.imdb.com/,static/posters/Braveheart.jpg
493,"Thin Man, The (1934)",Mystery,4.15,https://www.imdb.com/,"static/posters/Thin Man, The.jpg"
89,Blade Runner (1982),"Film-Noir, Sci-Fi",4.138181818181818,https://www.imdb.com/,static/posters/Blade Runner.jpg
190,Henry V (1989),"Drama, War",4.137096774193548,https://www.imdb.com/,static/posters/Henry V.jpg
654,Chinatown (1974),"Film-Noir, Mystery, Thriller",4.136054421768708,https://www.imdb.com/,static/posters/Chinatown.jpg
528,"Killing Fields, The (1984)","Drama, War",4.132231404958677,https://www.imdb.com/,"static/posters/Killing Fields, The.jpg"
1007,Waiting for Guffman (1996),Comedy,4.127659574468085,https://www.imdb.com/,static/posters/Waiting for Guffman.jpg
1251,A Chef in Love (1996),Comedy,4.125,https://www.imdb.com/,static/posters/A Chef in Love.jpg
136,Mr. Smith Goes to Washington (1939),Drama,4.123809523809523,https://www.imdb.com/,static/posters/Mr. Smith Goes to Washington.jpg
496,It's a Wonderful Life (1946),Drama,4.121212121212121,https://www.imdb.com/,static/posters/It's a Wonderful Life.jpg
23,Taxi Driver (1976),"Drama, Thriller",4.1208791208791204,https://www.imdb.com/,static/posters/Taxi Driver.jpg
192,Raging Bull (1980),Drama,4.120689655172414,https://www.imdb.com/,static/posters/Raging Bull.jpg
166,Manon of the Spring (Manon des sources) (1986),Drama,4.120689655172414,https://www.imdb.com/,static/posters/Manon of the Spring (Manon des sources).jpg
489,Notorious (1946),"Film-Noir, Romance, Thriller",4.115384615384615,https://www.imdb.com/,static/posters/Notorious.jpg
478,"Philadelphia Story, The (1940)","Comedy, Romance",4.115384615384615,https://www.imdb.com/,"static/posters/Philadelphia Story, The.jpg"
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,4.111111111111111,https://www.imdb.com/,"static/posters/Horseman on the Roof, The (Hussard sur le toit, Le).jpg"
165,Jean de Florette (1986),Drama,4.109375,https://www.imdb.com/,static/posters/Jean de Florette.jpg
189,"Grand Day Out, A (1992)","Animation, Comedy",4.106060606060606,https://www.imdb.com/,"static/posters/Grand Day Out, A.jpg"
520,"Great Escape, The (1963)","Adventure, War",4.104838709677419,https://www.imdb.com/,"static/posters/Great Escape, The.jpg"
197,"Graduate, The (1967)","Drama, Romance",4.104602510460251,https://www.imdb.com/,"static/posters/Graduate, The.jpg"
487,Roman Holiday (1953),"Comedy, Romance",4.102941176470588,https://www.imdb.com/,static/posters/Roman Holiday.jpg
661,High Noon (1952),Western,4.1022727272727275,https://www.imdb.com/,static/posters/High Noon.jpg
185,Psycho (1960),"Horror, Romance, Thriller",4.100418410041841,https://www.imdb.com/,static/posters/Psycho.jpg
647,Ran (1985),"Drama, War",4.1,https://www.imdb.com/,static/posters/Ran.jpg
611,Laura (1944),"Crime, Film-Noir, Mystery",4.1,https://www.imdb.com/,static/posters/Laura.jpg
315,Apt Pupil (1998),"Drama, Thriller",4.1,https://www.imdb.com/,static/posters/Apt Pupil.jpg
1169,Fresh (1994),Drama,4.1,https://www.imdb.com/,static/posters/Fresh.jpg
519,"Treasure of the Sierra Madre, The (1948)",Adventure,4.1,https://www.imdb.com/,"static/posters/Treasure of the Sierra Madre, The.jpg"
48,Hoop Dreams (1994),Documentary,4.094017094017094,https://www.imdb.com/,static/posters/Hoop Dreams.jpg
659,Arsenic and Old Lace (1944),"Comedy, Mystery, Thriller",4.078260869565217,https://www.imdb.com/,static/posters/Arsenic and Old Lace.jpg
132,"Wizard of Oz, The (1939)","Adventure, Children's, Drama, Musical",4.0772357723577235,https://www.imdb.com/,"static/posters/Wizard of Oz, The.jpg"
651,Glory (1989),"Action, Drama, War",4.076023391812866,https://www.imdb.com/,static/posters/Glory.jpg
168,Monty Python and the Holy Grail (1974),Comedy,4.0664556962025316,https://www.imdb.com/,static/posters/Monty Python and the Holy Grail.jpg
1194,Once Were Warriors (1994),"Crime, Drama",4.064516129032258,https://www.imdb.com/,static/posters/Once Were Warriors.jpg
